id,name,gender,birth_date,birth_country,wikipedia_link,prize_category,prize_motivation,prize_year,affiliation_country,min_prize_year,min_prize_date,age_at_prize,this_year,uniform,image_source
151,Robert C. Richardson,male,1937-06-26,USA,https://en.wikipedia.org/wiki/Robert_Coleman_Richardson,Physics,for their discovery of superfluidity in helium-3,1996,USA,1996,1996-12-10,59,FALSE,0,NA
502,"Edgar Algernon Robert Gascoyne-Cecil, 1st Viscount Cecil of Chelwood",male,1864-09-14,United Kingdom,"https://en.wikipedia.org/wiki/Robert_Cecil,_1st_Viscount_Cecil_of_Chelwood",Peace,"for his tireless effort in support of the League of Nations, disarmament and peace",1937,United Kingdom,1937,1937-12-10,73,FALSE,0,NA
714,Robert E. Lucas Jr.,male,1937-09-15,USA,"https://en.wikipedia.org/wiki/Robert_Lucas,_Jr.",Economic Sciences,"for having developed and applied the hypothesis of rational expectations, and thereby having transformed macroeconomic analysis and deepened our understanding of economic policy",1995,USA,1995,1995-12-10,58,FALSE,0,NA
284,Robert F. Curl Jr.,male,1933-08-23,USA,https://en.wikipedia.org/wiki/Robert_Curl,Chemistry,for their discovery of fullerenes,1996,USA,1996,1996-12-10,63,FALSE,0,NA
771,Robert F. Engle III,male,1942-11-10,USA,https://en.wikipedia.org/wiki/Robert_F._Engle,Economic Sciences,for methods of analyzing economic time series with time-varying volatility (ARCH),2003,USA,2003,2003-12-10,61,FALSE,0,NA
458,Robert F. Furchgott,male,1916-06-04,USA,https://en.wikipedia.org/wiki/Robert_F._Furchgott,Physiology or Medicine,for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system,1998,USA,1998,1998-12-10,82,FALSE,0,NA
848,Robert G. Edwards,male,1925-09-27,United Kingdom,https://en.wikipedia.org/wiki/Robert_G._Edwards,Physiology or Medicine,for the development of in vitro fertilization,2010,United Kingdom,2010,2010-12-10,85,FALSE,0,NA
795,Robert H. Grubbs,male,1942-02-27,USA,https://en.wikipedia.org/wiki/Robert_H._Grubbs,Chemistry,for the development of the metathesis method in organic synthesis,2005,USA,2005,2005-12-10,63,FALSE,0,NA
75,Robert Hofstadter,male,1915-02-05,USA,https://en.wikipedia.org/wiki/Robert_Hofstadter,Physics,for his pioneering studies of electron scattering in atomic nuclei and for his thereby achieved discoveries concerning the structure of the nucleons,1961,USA,1961,1961-12-10,46,FALSE,0,NA
271,Robert Huber,male,1937-02-20,Germany,https://en.wikipedia.org/wiki/Robert_Huber,Chemistry,for the determination of the three-dimensional structure of a photosynthetic reaction centre,1988,Germany,1988,1988-12-10,51,FALSE,0,NA
799,Robert J. Aumann,male,1930-06-08,Germany,https://en.wikipedia.org/wiki/Robert_Aumann,Economic Sciences,for having enhanced our understanding of conflict and cooperation through game-theory analysis,2005,Israel,2005,2005-12-10,75,FALSE,0,NA
878,Robert J. Lefkowitz,male,1943-04-15,USA,https://en.wikipedia.org/wiki/Robert_Lefkowitz,Chemistry,for studies of G-protein-coupled receptors,2012,USA,2012,2012-12-10,69,FALSE,0,NA
896,Robert J. Shiller,male,1946-03-29,USA,https://en.wikipedia.org/wiki/Robert_J._Shiller,Economic Sciences,for their empirical analysis of asset prices,2013,USA,2013,2013-12-10,67,FALSE,0,NA
297,Robert Koch,male,1843-12-11,Germany,https://en.wikipedia.org/wiki/Robert_Koch,Physiology or Medicine,for his investigations and discoveries in relation to tuberculosis,1905,Germany,1905,1905-12-10,61,FALSE,0,NA
701,Robert M. Solow,male,1924-08-23,USA,https://en.wikipedia.org/wiki/Robert_Solow,Economic Sciences,for his contributions to the theory of economic growth,1987,USA,1987,1987-12-10,63,FALSE,0,NA
720,Robert A. Mundell,male,1932-10-24,Canada,https://en.wikipedia.org/wiki/Robert_Mundell,Economic Sciences,for his analysis of monetary and fiscal policy under different exchange rate regimes and his analysis of optimum currency areas,1999,USA,1999,1999-12-10,67,FALSE,0,NA
232,Robert S. Mulliken,male,1896-06-07,USA,https://en.wikipedia.org/wiki/Robert_S._Mulliken,Chemistry,for his fundamental work concerning chemical bonds and the electronic structure of molecules by the molecular orbital method,1966,USA,1966,1966-12-10,70,FALSE,0,NA
96,John Robert Schrieffer,male,1931-05-31,USA,https://en.wikipedia.org/wiki/John_Robert_Schrieffer,Physics,"for their jointly developed theory of superconductivity, usually called the BCS-theory",1972,USA,1972,1972-12-10,41,FALSE,0,NA
709,Robert W. Fogel,male,1927-07-01,USA,https://en.wikipedia.org/wiki/Robert_Fogel,Economic Sciences,for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change,1993,USA,1993,1993-12-10,66,FALSE,0,NA
388,Robert W. Holley,male,1922-01-28,USA,https://en.wikipedia.org/wiki/Robert_W._Holley,Physiology or Medicine,for their interpretation of the genetic code and its function in protein synthesis,1968,USA,1968,1968-12-10,46,FALSE,0,NA
112,Robert Woodrow Wilson,male,1936-01-10,USA,https://en.wikipedia.org/wiki/Robert_Woodrow_Wilson,Physics,for their discovery of cosmic microwave background radiation,1978,USA,1978,1978-12-10,42,FALSE,0,NA
770,Roderick MacKinnon,male,1956-02-19,USA,https://en.wikipedia.org/wiki/Roderick_MacKinnon,Chemistry,for structural and mechanistic studies of ion channels,2003,USA,2003,2003-12-10,47,FALSE,0,NA
399,Rodney R. Porter,male,1917-10-08,United Kingdom,https://en.wikipedia.org/wiki/Rodney_Robert_Porter,Physiology or Medicine,for their discoveries concerning the chemical structure of antibodies,1972,United Kingdom,1972,1972-12-10,55,FALSE,0,NA
822,Roger B. Myerson,male,1951-03-29,USA,https://en.wikipedia.org/wiki/Roger_Myerson,Economic Sciences,for having laid the foundations of mechanism design theory,2007,USA,2007,2007-12-10,56,FALSE,0,NA
806,Roger D. Kornberg,male,1947-04-24,USA,https://en.wikipedia.org/wiki/Roger_D._Kornberg,Chemistry,for his studies of the molecular basis of eukaryotic transcription,2006,USA,2006,2006-12-10,59,FALSE,0,NA
411,Roger Guillemin,male,1924-01-11,France,https://en.wikipedia.org/wiki/Roger_Guillemin,Physiology or Medicine,for their discoveries concerning the peptide hormone production of the brain,1977,USA,1977,1977-12-10,53,FALSE,0,NA
609,Roger Martin du Gard,male,1881-03-23,France,https://en.wikipedia.org/wiki/Roger_Martin_du_Gard,Literature,for the artistic power and truth with which he has depicted human conflict as well as some fundamental aspects of contemporary life in his novel-cycle <I>Les Thibault</I>,1937,France,1937,1937-12-10,56,FALSE,0,NA
988,Roger Penrose,male,1931-08-08,United Kingdom,https://en.wikipedia.org/wiki/Roger_Penrose,Physics,for the discovery that black hole formation is a robust prediction of the general theory of relativity,2020,United Kingdom,2020,2020-12-10,89,FALSE,0,NA
422,Roger W. Sperry,male,1913-08-20,USA,https://en.wikipedia.org/wiki/Roger_Wolcott_Sperry,Physiology or Medicine,for his discoveries concerning the functional specialization of the cerebral hemispheres,1981,USA,1981,1981-12-10,68,FALSE,0,NA
831,Roger Y. Tsien,male,1952-02-01,USA,https://en.wikipedia.org/wiki/Roger_Y._Tsien,Chemistry,"for the discovery and development of the green fluorescent protein, GFP",2008,USA,2008,2008-12-10,56,FALSE,0,NA
456,Rolf M. Zinkernagel,male,1944-01-06,Switzerland,https://en.wikipedia.org/wiki/Rolf_M._Zinkernagel,Physiology or Medicine,for their discoveries concerning the specificity of the cell mediated immune defence,1996,Switzerland,1996,1996-12-10,52,FALSE,0,NA
584,Romain Rolland,male,1866-01-29,France,https://en.wikipedia.org/wiki/Romain_Rolland,Literature,as a tribute to the lofty idealism of his literary production and to the sympathy and love of truth with which he has described different types of human beings,1915,France,1915,1915-12-10,49,FALSE,0,NA
234,Ronald George Wreyford Norrish,male,1897-11-09,United Kingdom,https://en.wikipedia.org/wiki/Ronald_George_Wreyford_Norrish,Chemistry,"for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy",1967,United Kingdom,1967,1967-12-10,70,FALSE,0,NA
707,Ronald H. Coase,male,1910-12-29,United Kingdom,https://en.wikipedia.org/wiki/Ronald_Coase,Economic Sciences,for his discovery and clarification of the significance of transaction costs and property rights for the institutional structure and functioning of the economy,1991,USA,1991,1991-12-10,80,FALSE,0,NA
294,Ronald Ross,male,1857-05-13,India,https://en.wikipedia.org/wiki/Ronald_Ross,Physiology or Medicine,"for his work on malaria, by which he has shown how it enters the organism and thereby has laid the foundation for successful research on this disease and methods of combating it",1902,United Kingdom,1902,1902-12-10,45,FALSE,0,NA
413,Rosalyn Yalow,female,1921-07-19,USA,https://en.wikipedia.org/wiki/Rosalyn_Sussman_Yalow,Physiology or Medicine,for the development of radioimmunoassays of peptide hormones,1977,USA,1977,1977-12-10,56,FALSE,0,NA
791,Roy J. Glauber,male,1925-09-01,USA,https://en.wikipedia.org/wiki/Roy_J._Glauber,Physics,for his contribution to the quantum theory of optical coherence,2005,USA,2005,2005-12-10,80,FALSE,0,NA
578,Rudolf Christoph Eucken,male,1846-01-05,Germany,https://en.wikipedia.org/wiki/Rudolf_Christoph_Eucken,Literature,"in recognition of his earnest search for truth, his penetrating power of thought, his wide range of vision, and the warmth and strength in presentation with which in his numerous works he has vindicated and developed an idealistic philosophy of life",1908,Germany,1908,1908-12-10,62,FALSE,0,NA
76,Rudolf Ludwig Mössbauer,male,1929-01-31,Germany,https://en.wikipedia.org/wiki/Rudolf_Mössbauer,Physics,for his researches concerning the resonance absorption of gamma radiation and his discovery in this connection of the effect which bears his name,1961,Germany|USA,1961,1961-12-10,32,FALSE,0,NA
277,Rudolph A. Marcus,male,1923-07-21,Canada,https://en.wikipedia.org/wiki/Rudolph_A._Marcus,Chemistry,for his contributions to the theory of electron transfer reactions in chemical systems,1992,USA,1992,1992-12-10,69,FALSE,0,NA
577,Rudyard Kipling,male,1865-12-30,India,https://en.wikipedia.org/wiki/Rudyard_Kipling,Literature,"in consideration of the power of observation, originality of imagination, virility of ideas and remarkable talent for narration which characterize the creations of this world-famous author",1907,United Kingdom,1907,1907-12-10,41,FALSE,0,NA
143,Russell A. Hulse,male,1950-11-28,USA,https://en.wikipedia.org/wiki/Russell_Alan_Hulse,Physics,"for the discovery of a new type of pulsar, a discovery that has opened up new possibilities for the study of gravitation",1993,USA,1993,1993-12-10,43,FALSE,0,NA
742,Ryoji Noyori,male,1938-09-03,Japan,https://en.wikipedia.org/wiki/Ryōji_Noyori,Chemistry,for their work on chirally catalysed hydrogenation reactions,2001,Japan,2001,2001-12-10,63,FALSE,0,NA
631,Saint-John Perse,male,1887-05-31,Guadeloupe Island,https://en.wikipedia.org/wiki/Saint-John_Perse,Literature,for the soaring flight and the evocative imagery of his poetry which in a visionary fashion reflects the conditions of our time,1960,France,1960,1960-12-10,73,FALSE,0,NA
393,Salvador E. Luria,male,1912-08-13,Italy,https://en.wikipedia.org/wiki/Salvador_Luria,Physiology or Medicine,for their discoveries concerning the replication mechanism and the genetic structure of viruses,1969,USA,1969,1969-12-10,57,FALSE,0,NA
630,Salvatore Quasimodo,male,1901-08-20,Italy,https://en.wikipedia.org/wiki/Salvatore_Quasimodo,Literature,"for his lyrical poetry, which with classical fire expresses the tragic experience of life in our own times",1959,Italy,1959,1959-12-10,58,FALSE,0,NA
643,Samuel Beckett,male,1906-04-13,Ireland,https://en.wikipedia.org/wiki/Samuel_Beckett,Literature,"for his writing, which - in new forms for the novel and drama - in the destitution of modern man acquires its elevation",1969,Ireland,1969,1969-12-10,63,FALSE,0,NA
106,Samuel Chao Chung Ting,male,1936-01-27,USA,https://en.wikipedia.org/wiki/Samuel_C._C._Ting,Physics,for their pioneering work in the discovery of a heavy elementary particle of a new kind,1976,USA,1976,1976-12-10,40,FALSE,0,NA
299,Santiago Ramón y Cajal,male,1852-05-01,Spain,https://en.wikipedia.org/wiki/Santiago_Ramón_y_Cajal,Physiology or Medicine,in recognition of their work on the structure of the nervous system,1906,Spain,1906,1906-12-10,54,FALSE,0,NA
917,Satoshi Ōmura,male,1935-07-12,Japan,https://en.wikipedia.org/wiki/Satoshi_Ōmura,Physiology or Medicine,for their discoveries concerning a novel therapy against infections caused by roundworm parasites,2015,Japan,2015,2015-12-10,80,FALSE,0,NA
652,Saul Bellow,male,1915-06-10,Canada,https://en.wikipedia.org/wiki/Saul_Bellow,Literature,for the human understanding and subtle analysis of contemporary culture that are combined in his work,1976,USA,1976,1976-12-10,61,FALSE,0,NA
864,Saul Perlmutter,male,1959-01-01,USA,https://en.wikipedia.org/wiki/Saul_Perlmutter,Physics,for the discovery of the accelerating expansion of the Universe through observations of distant supernovae,2011,USA,2011,2011-12-10,52,FALSE,0,NA
672,Seamus Heaney,male,1939-04-13,Northern Ireland,https://en.wikipedia.org/wiki/Seamus_Heaney,Literature,"for works of lyrical beauty and ethical depth, which exalt everyday miracles and the living past",1995,Ireland,1995,1995-12-10,56,FALSE,0,NA
532,Seán MacBride,male,1904-01-26,France,https://en.wikipedia.org/wiki/Seán_MacBride,Peace,for his efforts to secure and develop human rights throughout the world,1974,Ireland,1974,1974-12-10,70,FALSE,0,NA
579,Selma Ottilia Lovisa Lagerlöf,female,1858-11-20,Sweden,https://en.wikipedia.org/wiki/Selma_Lagerlöf,Literature,"in appreciation of the lofty idealism, vivid imagination and spiritual perception that characterize her writings",1909,Sweden,1909,1909-12-10,51,FALSE,0,NA
353,Selman Abraham Waksman,male,1888-07-22,Ukraine,https://en.wikipedia.org/wiki/Selman_Waksman,Physiology or Medicine,"for his discovery of streptomycin, the first antibiotic effective against tuberculosis",1952,USA,1952,1952-12-10,64,FALSE,0,NA
876,Serge Haroche,male,1944-09-11,Morocco,https://en.wikipedia.org/wiki/Serge_Haroche,Physics,for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems,2012,France,2012,2012-12-10,68,FALSE,0,NA
367,Severo Ochoa,male,1905-09-24,Spain,https://en.wikipedia.org/wiki/Severo_Ochoa,Physiology or Medicine,for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid,1959,USA,1959,1959-12-10,54,FALSE,0,NA
113,Sheldon Lee Glashow,male,1932-12-05,USA,https://en.wikipedia.org/wiki/Sheldon_Lee_Glashow,Physics,"for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current",1979,USA,1979,1979-12-10,47,FALSE,0,NA
558,Shimon Peres,male,1923-08-16,Belarus,https://en.wikipedia.org/wiki/Shimon_Peres,Peace,for their efforts to create peace in the Middle East,1994,Israel,1994,1994-12-10,71,FALSE,0,NA
875,Shinya Yamanaka,male,1962-09-04,Japan,https://en.wikipedia.org/wiki/Shinya_Yamanaka,Physiology or Medicine,for the discovery that mature cells can be reprogrammed to become pluripotent,2012,Japan|USA,2012,2012-12-10,50,FALSE,0,NA
773,Shirin Ebadi,female,1947-06-21,Iran,https://en.wikipedia.org/wiki/Shirin_Ebadi,Peace,for her efforts for democracy and human rights. She has focused especially on the struggle for the rights of women and children,2003,Iran,2003,2003-12-10,56,FALSE,0,NA
639,Shmuel Yosef Agnon,male,1888-07-17,Ukraine,https://en.wikipedia.org/wiki/Shmuel_Yosef_Agnon,Literature,for his profoundly characteristic narrative art with motifs from the life of the Jewish people,1966,Israel,1966,1966-12-10,78,FALSE,0,NA
908,Shuji Nakamura,male,1954-05-22,Japan,https://en.wikipedia.org/wiki/Shuji_Nakamura,Physics,for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources,2014,USA,2014,2014-12-10,60,FALSE,0,NA
273,Sidney Altman,male,1939-05-07,Canada,https://en.wikipedia.org/wiki/Sidney_Altman,Chemistry,for their discovery of catalytic properties of RNA,1989,USA,1989,1989-12-10,50,FALSE,0,NA
601,Sigrid Undset,female,1882-05-20,Denmark,https://en.wikipedia.org/wiki/Sigrid_Undset,Literature,principally for her powerful descriptions of Northern life during the Middle Ages,1928,Norway,1928,1928-12-10,46,FALSE,0,NA
680,Simon Kuznets,male,1901-04-30,Belarus,https://en.wikipedia.org/wiki/Simon_Kuznets,Economic Sciences,for his empirically founded interpretation of economic growth which has led to new and deepened insight into the economic and social structure and process of development,1971,USA,1971,1971-12-10,70,FALSE,0,NA
125,Simon van der Meer,male,1925-11-24,the Netherlands,https://en.wikipedia.org/wiki/Simon_van_der_Meer,Physics,"for their decisive contributions to the large project, which led to the discovery of the field particles W and Z, communicators of weak interaction",1984,Switzerland,1984,1984-12-10,59,FALSE,0,NA
84,Sin-Itiro Tomonaga,male,1906-03-31,Japan,https://en.wikipedia.org/wiki/Sin-Itiro_Tomonaga,Physics,"for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles",1965,Japan,1965,1965-12-10,59,FALSE,0,NA
603,Sinclair Lewis,male,1885-02-07,USA,https://en.wikipedia.org/wiki/Sinclair_Lewis,Literature,"for his vigorous and graphic art of description and his ability to create, with wit and humour, new types of characters",1930,USA,1930,1930-12-10,45,FALSE,0,NA
339,Sir Alexander Fleming,male,1881-08-06,Scotland,https://en.wikipedia.org/wiki/Alexander_Fleming,Physiology or Medicine,for the discovery of penicillin and its curative effect in various infectious diseases,1945,United Kingdom,1945,1945-12-10,64,FALSE,0,NA
693,Sir Arthur Lewis,male,1915-01-23,Saint Lucia,https://en.wikipedia.org/wiki/Arthur_Lewis_(economist),Economic Sciences,for their pioneering research into economic development research with particular consideration of the problems of developing countries,1979,USA,1979,1979-12-10,64,FALSE,0,NA
488,Sir Austen Chamberlain,male,1863-10-16,United Kingdom,https://en.wikipedia.org/wiki/Austen_Chamberlain,Peace,for his crucial role in bringing about the Locarno Treaty,1925,United Kingdom,1925,1925-12-10,62,FALSE,0,NA
394,Sir Bernard Katz,male,1911-03-26,Germany,https://en.wikipedia.org/wiki/Bernard_Katz,Physiology or Medicine,"for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage, release and inactivation",1970,United Kingdom,1970,1970-12-10,59,FALSE,0,NA
37,Sir Chandrasekhara Venkata Raman,male,1888-11-07,India,https://en.wikipedia.org/wiki/C._V._Raman,Physics,for his work on the scattering of light and for the discovery of the effect named after him,1930,India,1930,1930-12-10,42,FALSE,0,NA
323,Sir Charles Scott Sherrington,male,1857-11-27,United Kingdom,https://en.wikipedia.org/wiki/Charles_Scott_Sherrington,Physiology or Medicine,for their discoveries regarding the functions of neurons,1932,United Kingdom,1932,1932-12-10,75,FALSE,0,NA
219,Sir Cyril Norman Hinshelwood,male,1897-05-19,United Kingdom,https://en.wikipedia.org/wiki/Cyril_Norman_Hinshelwood,Chemistry,for their researches into the mechanism of chemical reactions,1956,United Kingdom,1956,1956-12-10,59,FALSE,0,NA
369,Sir Frank Macfarlane Burnet,male,1899-09-03,Australia,https://en.wikipedia.org/wiki/Frank_Macfarlane_Burnet,Physiology or Medicine,for discovery of acquired immunological tolerance,1960,Australia,1960,1960-12-10,61,FALSE,0,NA
320,Sir Frederick Gowland Hopkins,male,1861-06-20,United Kingdom,https://en.wikipedia.org/wiki/Frederick_Gowland_Hopkins,Physiology or Medicine,for his discovery of the growth-stimulating vitamins,1929,United Kingdom,1929,1929-12-10,68,FALSE,0,NA
965,Sir Gregory P. Winter,male,1951-04-14,United Kingdom,https://en.wikipedia.org/wiki/Gregory_Winter,Chemistry,for the phage display of peptides and antibodies,2018,United Kingdom,2018,2018-12-10,67,FALSE,0,NA
285,Sir Harold W. Kroto,male,1939-10-07,United Kingdom,https://en.wikipedia.org/wiki/Harry_Kroto,Chemistry,for their discovery of fullerenes,1996,United Kingdom,1996,1996-12-10,57,FALSE,0,NA
330,Sir Henry Hallett Dale,male,1875-06-09,United Kingdom,https://en.wikipedia.org/wiki/Henry_Hallett_Dale,Physiology or Medicine,for their discoveries relating to chemical transmission of nerve impulses,1936,United Kingdom,1936,1936-12-10,61,FALSE,0,NA
341,Sir Howard Walter Florey,male,1898-09-24,Australia,https://en.wikipedia.org/wiki/Howard_Florey,Physiology or Medicine,for the discovery of penicillin and its curative effect in various infectious diseases,1945,United Kingdom,1945,1945-12-10,47,FALSE,0,NA
932,Sir J. Fraser Stoddart,male,1942-05-24,United Kingdom,https://en.wikipedia.org/wiki/Fraser_Stoddart,Chemistry,for the design and synthesis of molecular machines,2016,USA,2016,2016-12-10,74,FALSE,0,NA
437,Sir James W. Black,male,1924-06-14,Scotland,https://en.wikipedia.org/wiki/James_Black_(pharmacologist),Physiology or Medicine,for their discoveries of important principles for drug treatment,1988,United Kingdom,1988,1988-12-10,64,FALSE,0,NA
874,Sir John B. Gurdon,male,1933-10-02,United Kingdom,https://en.wikipedia.org/wiki/John_Gurdon,Physiology or Medicine,for the discovery that mature cells can be reprogrammed to become pluripotent,2012,United Kingdom,2012,2012-12-10,79,FALSE,0,NA
375,Sir John Carew Eccles,male,1903-01-27,Australia,https://en.wikipedia.org/wiki/John_Eccles_(neurophysiologist),Physiology or Medicine,for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane,1963,Australia,1963,1963-12-10,60,FALSE,0,NA
812,Sir Martin J. Evans,male,1941-01-01,United Kingdom,https://en.wikipedia.org/wiki/Martin_Evans,Physiology or Medicine,for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells,2007,United Kingdom,2007,2007-12-10,66,FALSE,0,NA
108,Sir Nevill Francis Mott,male,1905-09-30,United Kingdom,https://en.wikipedia.org/wiki/Nevill_Francis_Mott,Physics,for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems,1977,United Kingdom,1977,1977-12-10,72,FALSE,0,NA
498,Sir Norman Angell (Ralph Lane),male,1872-12-26,United Kingdom,https://en.wikipedia.org/wiki/Norman_Angell,Peace,for having exposed by his pen the illusion of war and presented a convincing plea for international cooperation and peace,1933,United Kingdom,1933,1933-12-10,60,FALSE,0,NA
737,Sir Paul M. Nurse,male,1949-01-25,United Kingdom,https://en.wikipedia.org/wiki/Paul_Nurse,Physiology or Medicine,for their discoveries of key regulators of the cell cycle,2001,United Kingdom,2001,2001-12-10,52,FALSE,0,NA
971,Sir Peter J. Ratcliffe,male,1954-05-14,United Kingdom,https://en.wikipedia.org/wiki/Peter_J._Ratcliffe,Physiology or Medicine,for their discoveries of how cells sense and adapt to oxygen availability,2019,United Kingdom,2019,2019-12-10,65,FALSE,0,NA
765,Sir Peter Mansfield,male,1933-10-09,United Kingdom,https://en.wikipedia.org/wiki/Peter_Mansfield,Physiology or Medicine,for their discoveries concerning magnetic resonance imaging,2003,United Kingdom,2003,2003-12-10,70,FALSE,0,NA
207,Sir Robert Robinson,male,1886-09-13,United Kingdom,https://en.wikipedia.org/wiki/Robert_Robinson_(organic_chemist),Chemistry,"for his investigations on plant products of biological importance, especially the alkaloids",1947,United Kingdom,1947,1947-12-10,61,FALSE,0,NA
163,Sir William Ramsay,male,1852-10-02,Scotland,https://en.wikipedia.org/wiki/William_Ramsay,Chemistry,"in recognition of his services in the discovery of the inert gaseous elements in air, and his determination of their place in the periodic system",1904,United Kingdom,1904,1904-12-10,52,FALSE,0,NA
242,Stanford Moore,male,1913-09-04,USA,https://en.wikipedia.org/wiki/Stanford_Moore,Chemistry,for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule,1972,USA,1972,1972-12-10,59,FALSE,0,NA
457,Stanley B. Prusiner,male,1942-05-28,USA,https://en.wikipedia.org/wiki/Stanley_B._Prusiner,Physiology or Medicine,for his discovery of Prions - a new biological principle of infection,1997,USA,1997,1997-12-10,55,FALSE,0,NA
434,Stanley Cohen,male,1922-11-17,USA,https://en.wikipedia.org/wiki/Stanley_Cohen_(biochemist),Physiology or Medicine,for their discoveries of growth factors,1986,USA,1986,1986-12-10,64,FALSE,0,NA
910,Stefan W. Hell,male,1962-12-23,Romania,https://en.wikipedia.org/wiki/Stefan_Hell,Chemistry,for the development of super-resolved fluorescence microscopy,2014,Germany,2014,2014-12-10,51,FALSE,0,NA
152,Steven Chu,male,1948-02-28,USA,https://en.wikipedia.org/wiki/Steven_Chu,Physics,for development of methods to cool and trap atoms with laser light,1997,USA,1997,1997-12-10,49,FALSE,0,NA
115,Steven Weinberg,male,1933-05-03,USA,https://en.wikipedia.org/wiki/Steven_Weinberg,Physics,"for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current",1979,USA,1979,1979-12-10,46,FALSE,0,NA
122,Subramanyan Chandrasekhar,male,1910-10-19,Pakistan,https://en.wikipedia.org/wiki/Subrahmanyan_Chandrasekhar,Physics,for his theoretical studies of the physical processes of importance to the structure and evolution of the stars,1983,USA,1983,1983-12-10,73,FALSE,0,NA
569,Sully Prudhomme,male,1839-03-16,France,https://en.wikipedia.org/wiki/Sully_Prudhomme,Literature,"in special recognition of his poetic composition, which gives evidence of lofty idealism, artistic perfection and a rare combination of the qualities of both heart and intellect",1901,France,1901,1901-12-10,62,FALSE,0,NA
425,Sune K. Bergström,male,1916-01-10,Sweden,https://en.wikipedia.org/wiki/Sune_Bergström,Physiology or Medicine,for their discoveries concerning prostaglandins and related biologically active substances,1982,Sweden,1982,1982-12-10,66,FALSE,0,NA
436,Susumu Tonegawa,male,1939-09-05,Japan,https://en.wikipedia.org/wiki/Susumu_Tonegawa,Physiology or Medicine,for his discovery of the genetic principle for generation of antibody diversity,1987,USA,1987,1987-12-10,48,FALSE,0,NA
162,Svante August Arrhenius,male,1859-02-19,Sweden,https://en.wikipedia.org/wiki/Svante_Arrhenius,Chemistry,in recognition of the extraordinary services he has rendered to the advancement of chemistry by his electrolytic theory of dissociation,1903,Sweden,1903,1903-12-10,44,FALSE,0,NA
924,Svetlana Alexievich,female,1948-05-31,Ukraine,https://en.wikipedia.org/wiki/Svetlana_Alexievich,Literature,"for her polyphonic writings, a monument to suffering and courage in our time",2015,Belarus,2015,2015-12-10,67,FALSE,0,NA
750,Sydney Brenner,male,1927-01-13,South Africa,https://en.wikipedia.org/wiki/Sydney_Brenner,Physiology or Medicine,for their discoveries concerning genetic regulation of organ development and programmed cell death',2002,USA,2002,2002-12-10,75,FALSE,0,NA
999,Syukuro Manabe,male,1931-09-21,Japan,https://en.wikipedia.org/wiki/Syukuro_Manabe,Physics,"for the physical modelling of Earth’s climate, quantifying variability and reliably predicting global warming",2021,USA,2021,2021-12-10,90,TRUE,0,NA
619,Thomas Stearns Eliot,male,1888-09-26,USA,https://en.wikipedia.org/wiki/T._S._Eliot,Literature,"for his outstanding, pioneer contribution to present-day poetry",1948,United Kingdom,1948,1948-12-10,60,FALSE,0,NA
350,Tadeus Reichstein,male,1897-07-20,Poland,https://en.wikipedia.org/wiki/Tadeus_Reichstein,Physiology or Medicine,"for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects",1950,Switzerland,1950,1950-12-10,53,FALSE,0,NA
919,Takaaki Kajita,male,1959-03-09,Japan,https://en.wikipedia.org/wiki/Takaaki_Kajita,Physics,"for the discovery of neutrino oscillations, which shows that neutrinos have mass",2015,Japan,2015,2015-12-10,56,FALSE,0,NA
959,Tasuku Honjo,male,1942-01-27,Japan,https://en.wikipedia.org/wiki/Tasuku_Honjo,Physiology or Medicine,for their discovery of cancer therapy by inhibition of negative immune regulation,2018,Japan,2018,2018-12-10,76,FALSE,0,NA
871,Tawakkol Karman,female,1979-02-07,Yemen,https://en.wikipedia.org/wiki/Tawakkol_Karman,Peace,for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work,2011,Yemen,2011,2011-12-10,32,FALSE,0,NA
551,The 14th Dalai Lama (Tenzin Gyatso) ,male,1935-07-06,China,https://en.wikipedia.org/wiki/14th_Dalai_Lama,Peace,for advocating peaceful solutions based upon tolerance and mutual respect in order to preserve the historical and cultural heritage of his people,1989,India,1989,1989-12-10,54,FALSE,0,NA
183,The (Theodor) Svedberg,male,1884-08-30,Sweden,https://en.wikipedia.org/wiki/Theodor_Svedberg,Chemistry,for his work on disperse systems,1926,Sweden,1926,1926-12-10,42,FALSE,0,NA
